Pilpres 2024,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
12153,rt,RT @tawajkt: Arogansi Capres PDIP. Narasi bhs jawa ada yg bs translate ga? Awakku ora ngerti.,2023-04-27 23:29:52,Twitter,Positive,@dimanoku (pangsud9),105,79,0
12154,rt,RT @Gus_Raharjo: Siapa Cawapres Paling Tepat Mendampingi Pak @ganjarpranowo  Di Pilpres 2024 ..??,2023-04-27 23:29:52,Twitter,Positive,@bbahtiarr (Bahtiar),5302,19,0
12155,reply,"@abu_waras Jd Inget pilkada jkt anis vs ahok, d pom bnsin krwng ada anak muda batak dengan berapi api meyakinkan orang d sebelahnya bahwa ahok itu jujur dan menjelekkan lawan nya, terus sy tegor bang ini krwng bukan jkt, skrang d pilpres ada anis lagi seb",2023-04-27 23:29:45,Twitter,Positive,@wasleee (waslaee),8,0,0
12156,mention,https://t.co/we2zDVnwWS,2023-04-27 23:29:44,Twitter,Neutral,@PariamanRi36295 (Rio Pariaman),16,0,0
12157,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:29:42,Twitter,Positive,@Bocahbekasi8 (Orang Bekasi),176,3230,0
12158,rt,"RT @Dennysiregar7: Yang menarik, dua paslon Capres, GP dan PS bisa sepakat untuk tdk mainkan politik identitas dan polarisasi agama. Isu itÃ¢Â€Â¦",2023-04-27 23:29:40,Twitter,Positive,@jaemcityonz (Raden Kasep Ã¢ÂšÂ¡),3051,520,0
12159,rt,RT @golkarpedia: Taufan Pawe Targetkan Golkar Sulsel Raih 7 Kursi DPR Dan 20 Kursi DPRD Provinsi Di Pemilu 2024,2023-04-27 23:29:40,Twitter,Positive,@Golkar_News (Golkar News),107,1,0
12160,mention,Menteri BUMN Erick Thohir adalah sosok pemimpin teladan!,2023-04-27 23:29:39,Twitter,Positive,@Komatkamiit (komatkamiit),1394,0,0
12161,rt,RT @Leonita_Lestari: CARI CAWAPRES YANG NGGA BOSENIN KEQ,2023-04-27 23:29:38,Twitter,Positive,@EffHariadi (EffHariadi),311,87,0
12162,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:29:35,Twitter,Positive,@salmanalfariz2 (Menolehlah),19,3229,0
12163,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:29:26,Twitter,Positive,@bintang_alberth (Alberth bintang),100,3228,0
12164,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:29:24,Twitter,Positive,@UgieXw (ugie_xw),10,1312,0
12165,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:29:21,Twitter,Positive,@RKeymas (randa keymas),20,1312,0
12166,rt,"RT @KotaBocil: @msaid_didu Bang bilang sama Jokowi bikin kepres tentang pengangkatan capres Ganjar sebagai presiden 2024, pasti semua lembaÃ¢Â€Â¦",2023-04-27 23:29:16,Twitter,Positive,@Boyrahadian55 (Hendra Rahadian),54,1,0
12167,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:29:10,Twitter,Positive,@Yahya79900967 (Yahya),31,1308,0
12168,rt,RT @bachrum_achmadi: Rommy: KIB Resmi Bubar Jika PAN dan Golkar Tak Usung Ganjar Capres 2024.,2023-04-27 23:29:09,Twitter,Positive,@WahyuEkoW (Abi),603,86,0
12169,reply,@_Rizmaya__ Followers banyak tapi perolehan suara di pemilu sedikit buat apa,2023-04-27 23:29:08,Twitter,Positive,@fauzanammar (Wardi Blandar),410,0,0
12170,reply,"@sospolkw @dapitnih Sebetulnya saingan Prabowo lebih ke GP drpd Anies. GP itu saingan dpt restu PDIP dan Jkw, dan jg saingan Capres. Banteng merah sdh berkali2 ngerjain Prabowo. Mestinya serangan, sindiran itu ngarahnya ke tim merah ... (klo mikir)",2023-04-27 23:29:05,Twitter,Positive,@asfan_warah (Hasbi),2250,0,0
12171,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:28:29,Twitter,Positive,@Bongkar2_07 (Bongkarbongkar_07),149,995,0
12172,rt,RT @HelmiFelis_: Anies Baswedan Capres Rakyat,2023-04-27 23:28:24,Twitter,Neutral,@cici_1945 (Cici),502,352,0
12173,rt,RT @EdiKeceput2: Info A1 Naniek S Deyang dari Mantu Konglomerat Orang Chinese Soal Skenario Pilpres 2024,2023-04-27 23:28:22,Twitter,Neutral,@Returned_Jedi (Untuk warga pribumi Dari @ayamhepi),821,322,0
12174,rt,RT @elsaday__: Megawati Soekarnoputri tetapkan Ganjar Pranowo sebagai Capres 2024 PDI Perjuangan,2023-04-27 23:28:21,Twitter,Neutral,@rahmadhdyt709 (rahmad),698,17,0
12175,rt,"RT @OposisiCerdas: Jokowi Dulu Bilang Pilpres Urusan Partai, Said Didu: Jangan Pernah Percaya Sama Pembohong https://t.co/VNbAjediZv",2023-04-27 23:28:19,Twitter,Neutral,@Kapono_Putra (Ã°ÂÂÂŠÃ°ÂÂÂšÃ°ÂÂÂ©Ã°ÂÂÂ¨Ã°ÂÂÂ§Ã°ÂÂÂ¨ Ã°ÂÂÂÃ°ÂÂÂ®Ã°ÂÂÂ­Ã°ÂÂÂ«Ã°ÂÂÂš),330,89,0
12176,rt,RT @GunRomli: Insya Allah secepatnya &amp; menyusul deklarasi untuk @ganjarpranowo ,2023-04-27 23:28:17,Twitter,Positive,@sandhey6 (sandhey),57,9,0
12177,reply,@0xdevilyourbae Gimana pandangan pemilu 2024???,2023-04-27 23:28:08,Twitter,Neutral,@BakoelsBandeng (mayhendra dwiyudha),139,0,0
12178,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:28:04,Twitter,Positive,@ASEPFAH41003651 (PEJUANG),5,3226,0
12179,rt,"RT Pemilu 2024 apapun koalisi Parpolnya, penting Rakyat tdk pilih Caleg-Casen-Capres/Cawapres-Cakada dr Parpol di Parlemen yg gagal perjuangkan UMN setara KHL/PTKP Rp 4,5 jt/bln sesuai Sila 2&amp;5 Pancasila. Pilih Parpol non Parlemen saja yg blm terkoopt",2023-04-27 23:28:04,Twitter,Positive,@HestiBambang (BambangHesti),4,0,0
12180,rt,RT @alisyarief: Siapa Yang Menekan Mega Untuk Menetapkan Ganjar Pranowo Sebagai Capres 24? https://t.co/giBcgSNyOS,2023-04-27 23:28:04,Twitter,Neutral,@dandyez (Danang ES),55,140,0
12181,reply,@AbabilSemprong @abu_waras @gibran_tweet @ganjarpranowo Setelah Mas Sandy di jadikan wakil sama Pak Prabowo di Pilpres. Pak Anies wakilnya sopo kang?,2023-04-27 23:28:00,Twitter,Positive,@Suyatno94325655 (yatnobae),38,0,0
12182,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:25:15,Twitter,Positive,@ino3_w (@ino3),4,992,0
12183,reply,"@dhemit_is_back @KPU_ID @bawaslu_RI Kemarin baru saya ngetwitt dengan pernyataan yg sama , gak usah ada pemilu , buang2 uang aja.",2023-04-27 23:23:02,Twitter,Positive,@RafliPadang (Perubahan),225,0,0
12184,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:23:00,Twitter,Positive,@fendyindana1 (Oxilnft),559,988,0
12185,reply,"Pria yang akrab disapa Kang Emil ini menuturkan, tidak mempermasalahkan namanya kerap dikaitkan dengan pemilihan presiden dan wakil presiden nanti. #BersamaJuara #RidwanKamil",2023-04-27 23:22:26,Twitter,Positive,@diniHF1 (oces ),247,0,0
12186,reply,"Pria yang akrab disapa Kang Emil ini menuturkan, tidak mempermasalahkan namanya kerap dikaitkan dengan pemilihan presiden dan wakil presiden nanti. #BersamaJuara #RidwanKamil",2023-04-27 23:22:23,Twitter,Positive,@OLTL_Unleashed (Jo),133,0,0
12187,rt,RT @tawajkt: Arogansi Capres PDIP. Narasi bhs jawa ada yg bs translate ga? Awakku ora ngerti.,2023-04-27 23:22:22,Twitter,Positive,@sp_hermansyah (Hermansyah),297,77,0
12188,rt,RT @Isra_KK: Pejabat menjelang pemilu: https://t.co/f1hkahof2x,2023-04-27 23:22:19,Twitter,Neutral,@kucinggabut (i),593,30,0
12189,rt,RT @IPOLEKSOSBUDMIL: Selamat @ganjarpranowo ,2023-04-27 23:22:18,Twitter,Positive,@mia_mor222 (Mhyreee_ Ã°ÂŸÂŽÂ¯),27,172,0
12190,reply,@ardi_riau5 @jansen_jsp @alzaaja @jokowi @prabowo Memang @aniesbaswedan fix didaftarkan sebagai Capres Koalisi Perubahan?,2023-04-27 23:22:13,Twitter,Positive,@Iam_Nobody_1145 (I'am_Nobody),3494,0,0
12191,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:22:12,Twitter,Positive,@SagitariusDoni (DONI SAGITARIUS SILIYUSMAN),55,3213,0
12192,rt,"RT @raisshaanjani: Prabowo Subianto Tolak Jadi Cawapres Ganjar Pranowo, Pabowo Itu Ketua Partai, Ganjar Petugas Partai",2023-04-27 23:22:10,Twitter,Positive,@LanangSudira1 (Lanang Sudira ( Mangrove )),1164,4,0
12193,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:22:05,Twitter,Positive,@burhansiregar96 (Burhanuddin Siregar),386,3212,0
12194,rt,"RT @geloraco: Ungkit Omongan Jokowi Soal Pilpres Urusan Parpol, Kader PD: Gak Ada Omongannya yang Bisa Dipercaya?",2023-04-27 23:22:02,Twitter,Positive,@02fc71ba00c2451 (JempolRakyat),579,139,0
12195,reply,"@NKRI_jokowisyoo Nunggu moment mungkin... Mgkin jelang pileg / pilpres....  Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£ Gak lah becanda, AU mana berani berhadap2an lgsng dgn SBY dan PD.... Mau bonyok lagi.... AU mau buka2an itu gertak sambal, AU cuma cari pembenaran seolah ",2023-04-27 23:21:01,Twitter,Positive,@FadliSultan2 (Fadli Sultan),18,0,0
12196,rt,RT @strike_bravo_b: KTP jateng gaboleh ikut pemilu,2023-04-27 23:20:02,Twitter,Neutral,@keburuletoy (Sodik Karbu),2,80,0
12197,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:20:00,Twitter,Positive,@Syahrul04657228 (Syahrul),2,3207,0
12198,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:19:02,Twitter,Positive,@EEtsmaidreli (Ets Adifath),45,3206,0
12199,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:17:08,Twitter,Positive,@ronestiff (Cut Drone),180,1285,0
12200,mention,"Mau Pemilu tetap sistemnya terbuka kuncinya Solid, Bersatu, disiplin, Masif jika di butuhkan harus keras.. ",2023-04-27 23:17:07,Twitter,Positive,@FransiscaV70 (fransisca vanya),3,0,0
12201,mention,Prabowo pastikan ada sosok cawapres di Pilpres 2024 - ANTARA https://t.co/KETr5TfKWn #Prabowo #BangkitBersama,2023-04-27 23:17:05,Twitter,Neutral,@andyyusuf22 (M.Andhy yusuf ),155,0,0
12202,mention,Prabowo pastikan ada sosok cawapres di Pilpres 2024 - ANTARA https://t.co/9f7tQVN96H #Prabowo #BangkitBersama,2023-04-27 23:17:05,Twitter,Neutral,@Ini_ajunk (ajunk),111,0,0
12203,rt,"RT @tvOneNews: Kemarin PSI Bangga Deklarasikan Ganjar Capres 2024, Kini Tak Diakui PDIP https://t.co/Fb6M9J4Vug",2023-04-27 23:17:04,Twitter,Positive,@nuraenideni1993 (DENI),175,27,0
12204,mention,"Pasca Dicalonkan PDIP, PAN Sebut Erick Thohir Paling Cocok Dampingi Ganjar di Pilpres 2024 - Ketik News https://t.co/v307TCW6WA",2023-04-27 23:17:03,Twitter,Positive,@GusDinSurabaya (Syafrudin Budiman SIP),293,0,0
12205,reply,@hc_poirot Yaaa ..,2023-04-27 23:17:02,Twitter,Neutral,@Muslim_AntiPKI9 (Muslim_AntiPKI9),1516,0,0
12206,rt,"RT @RajaJuliAntoni: Ganjar Capres 2024, Begini Peta Kekuatan 4 Parpol Pendukungnya",2023-04-27 23:16:02,Twitter,Positive,@SultengPsi (PSI Sulteng),400,16,0
12207,mention,"Berpeluang Koalisi dengan PDIP, Politikus PAN Ingin Ganjar Duet dengan Erick Thohir di Pilpres 2024 https://t.co/Eb8b20398K",2023-04-27 23:15:59,Twitter,Positive,@GusDinSurabaya (Syafrudin Budiman SIP),293,0,0
12208,rt,"RT @RamliRizal: KPU dan Bawaslu harus diganti oleh wakil2 partai sehingga saling-mengawasi, minim kecurangan, spt Pemilu 1999 era Habibie.Ã¢Â€Â¦",2023-04-27 23:15:10,Twitter,Positive,@Aprizal26822978 (Aprizal),32,1225,0
12209,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:15:05,Twitter,Positive,@HeriSya41385205 (Heri Syahputra),16,3198,0
12210,reply,@DavidWijaya82 Ã°ÂŸÂ¤Â”,2023-04-27 23:15:04,Twitter,Positive,@Thomass90392754 (Thomassen),2635,0,0
12211,mention,Said Iqbal cuma memanfaatkan kaum buruh untuk kepentingan politik pribadinya dan Partai Buruh yg dibuatnya itu untuk mencari suara kaum buruh dan masyarakat kecil agar memilih dirinya dan Partainya di Pemilu 2024 nanti https://t.co/FWZALxfM3o,2023-04-27 23:14:58,Twitter,Neutral,@KepaArgawinata2 (Kepa Argawinata),1355,1,0
12212,rt,RT @PDI_Perjuangan: Olly Dondokambey Ajak Seluruh Struktural Partai Merapatkan Barisan untuk Memenangkan Pemilu 2024,2023-04-27 23:13:00,Twitter,Positive,@WafeeAhmad (PUTUNE Mbh.PATENOÃ°ÂŸÂ•Â¸Ã¯Â¸ÂÃ°ÂŸÂ•Â·Ã¯Â¸Â),1276,8,0
12213,rt,"RT @YandraD31: Sepertinya perintah Plt KetUm PPP M Mardiono utk  dukung GanjaÃ¢Â¤ÂµÃ¯Â¸Â sbg capres, mrpkan ambisi pribadi ya ?",2023-04-27 23:12:04,Twitter,Positive,@Musramidal67 (Mus Musramidal),672,5,0
12214,mention,"Prabowo pastikan ada sosok cawapres di Pilpres 2024 https://t.co/""AFt0yPYaV",2023-04-27 23:10:04,Twitter,Neutral,@antaranews (antaranews.com),1290624,0,0
12215,rt,"RT @Mythicalforest: Dan salah satu aktor penculikannya masih masuk bursa capres, sementara keluarga korban belum mendapat keadilan.",2023-04-27 23:10:03,Twitter,Positive,@tejasaputrawh (Teja),350,55,0
12216,mention,KIB terus melakukan kerja strategis untuk pemilu 2024. https://t.co/MSTJKuARBS,2023-04-27 23:10:01,Twitter,Neutral,@republikaonline (Republika.co.id),1982117,0,0
12217,mention,Mengenal dari dekat nyonya capres mbayu Atikoh Ã°ÂŸÂ’ÂƒÃ°ÂŸÂ¥Â° https://t.co/SzAOZYOxLk,2023-04-27 23:09:52,Twitter,Neutral,@LekKacung (LekKacungÃ¢Â™Â¥Ã¯Â¸ÂÃ°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨Ã°ÂŸÂŒÂ¹Ã°ÂŸÂÂŽÃ°ÂŸÂŽÂˆÃ°ÂŸÂŽÂ€Ã°ÂŸÂŽÂ­Ã°ÂŸÂ“ÂŒÃ°ÂŸÂ“Â£Ã¢ÂÂ¤Ã¯Â¸Â),8502,1,0
12218,rt,"RT @tvOneNews: Kemarin PSI Bangga Deklarasikan Ganjar Capres 2024, Kini Tak Diakui PDIP https://t.co/Fb6M9J4Vug",2023-04-27 23:09:02,Twitter,Positive,@1febri (failed state),1002,22,0
12219,rt,RT @IPOLEKSOSBUDMIL: Selamat @ganjarpranowo ,2023-04-27 23:09:01,Twitter,Positive,@0NLY4PSH00N (aeri ; big wins cutie!),410,169,0
12220,reply,"Adapun nama Ridwan Kamil sejak lama moncer di bursa cawapres. Menurut survei Litbang Kompas yang terakhir, elektabilitas Emil mencapai 10,1 persen. #BersamaJuara #RidwanKamil",2023-04-27 23:07:01,Twitter,Positive,@diniHF1 (oces ),247,0,0
12221,reply,"@Munir_Timur Dr jumlah penduduk sudah beda jauh,tentu presentasi jg beda..lagian Anies cm capres,,Ganjar yg jd presidennyaÃ°ÂŸÂ˜ÂŠ",2023-04-27 23:06:15,Twitter,Positive,@i_musto (pemuda tersesat),3,0,0
12222,mention,"NasDem HEBAT Gaes, Rakernas tahun 2022 yl, ada 3 kandidat Capres, saat ini sudah 2 kandidat yang dipilih untuk di usung, yakni ANIES oleh NasDem, Ganjar oleh PDIP. Semuanya skenario NasDem. Memang HEBAT NasDem, Salam Restorasi.",2023-04-27 23:06:14,Twitter,Positive,@twitsore (GusHardiono),27,0,0
12223,rt,"RT @RstmBcl: Semakin banyak sinyal, semakin kuat gelombang dukungan terhadap Capres Pak @ganjarpranowo , PAN sinyalnya semakin kuat",2023-04-27 23:06:01,Twitter,Positive,@RenaHoston178 (Ã°ÂŸÂŽÂ€HopeÃ°ÂŸÂŽÂ€),19847,22,0
12224,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:05:22,Twitter,Positive,@UdinBagol8 (Ã°ÂÂ–Â€Ã°ÂÂ–Â‰Ã°ÂÂ–ÂŽÃ°ÂÂ–Â“ Ã°ÂÂ•Â­Ã°ÂÂ–Â†Ã°ÂÂ–ÂŒÃ°ÂÂ–Â”Ã°ÂÂ–Â‘),815,3171,0
12225,reply,@bachrum_achmadi Paniiiik ya Druun setelah GANJAR resmi di CAPRES kan ??,2023-04-27 23:05:21,Twitter,Positive,@IZZYPANPORA1 (ELVANOÃ¢ÂÂ¤Ã¯Â¸ÂNKRI Ã¢ÂÂ¤Ã¯Â¸Â100% FB 2x24jamÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â),1483,0,0
12226,reply,"@_opposite6890 Padahal ada tertulis , terkutuklah CAPRES penyuka MBOKEP , namun uno tak tau",2023-04-27 23:05:19,Twitter,Positive,@IkanCup74201117 (Ikan Cupang),10,0,0
12227,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:05:17,Twitter,Positive,@Iman83999122 (TUKANG SATE),473,966,0
12228,rt,RT @LANGKAHANIES: Ketika Arus bawah tidak didengar oleh pusat,2023-04-27 23:05:15,Twitter,Positive,@DADANGLUKMANUDD (DADANG LUKMANUDDIN),26,164,0
12229,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:05:14,Twitter,Positive,@BachTmm (dudybach),46,3170,0
12230,mention,"Bersama Ganjar Pranowo dan PDI Perjuangan, kita akan membangun Indonesia yang adil dan sejahtera bagi semua.",2023-04-27 23:05:12,Twitter,Positive,@pemudamerahh (Veliza Celica),391,0,0
12231,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:05:11,Twitter,Positive,@yogasuki148 (Yogasuki),0,3170,0
12232,reply,@gibran_tweet Cuan saham buat maju jadi cawapres pak ? Ã°ÂŸÂ˜Â‚,2023-04-27 23:05:05,Twitter,Positive,@malfalah26 (ANTI KAUM PELANGI - Si paling Homophobic),89,0,0
12233,mention,Ka'bah,2023-04-27 23:05:03,Twitter,Positive,@ioododo190078 (ioododo),0,0,0
12234,rt,RT Harusnya PSI belajar dari pengalaman how kontribusi PSI turut mempoplerkn Ganjar sbg capres PSI namun faktanya PDIP tdk memperdulikn bahkn kontribusi tsb tdk diakui PDIP. Fakta ini mengindikasikn PSI tdk bs bekerjasama dg partai yg tdk pandai berterima,2023-04-27 23:04:32,Twitter,Positive,@kasmir1962 (kasmirudin),124,0,0
12235,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:04:30,Twitter,Positive,@dasadosol (dasa dosol),642,3164,0
12236,mention,Erick Thohir cocok menjadi cawapres. Iaenjadi figur yang bisa menguatkan daya elektoral calon presiden manapun,2023-04-27 23:04:26,Twitter,Positive,@LoveToleransi (ab),4465,0,0
12237,rt,RT @papa_loren: Jokowi Ketua Timses Ganjar dan Istana Jadi Posko Pemenangan? ,2023-04-27 23:04:26,Twitter,Positive,@aris_apuesto (Aris Fasya Callista),499,149,0
12238,mention,Relawan Ganjar Pranowo mengatakan bahwa Erick Thohir berpotensi cawapres ,2023-04-27 23:04:26,Twitter,Positive,@LoveToleransi (ab),4465,0,0
12239,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:04:22,Twitter,Positive,@marso2103 (Marso),39,1259,0
12240,rt,"RT @Bams27735590: *INI DATA KPU HASIL PEMILU 2024* *Luar biasa, negeri ini memang sakti, pemungutan suara belum dilakukan, hasilnya sudah dÃ¢Â€Â¦",2023-04-27 23:04:21,Twitter,Positive,@UlUl00641396 (Ul Ul),11,1125,0
12241,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:04:19,Twitter,Positive,@aken2212 (Humay),18,1259,0
12242,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:04:18,Twitter,Positive,@aan_messidona (aan),54,3163,0
12243,rt,RT @saifulmujani: Korupsi Formula E dan Pilpres,2023-04-27 23:04:17,Twitter,Neutral,@rkecil38373663 (Brivan),925,49,0
12244,reply,"@DokterTifa Omongannya ngga bs dipercaya,pdhl dia sendiri ribut ngurusi capres penerusnya...Ã°ÂŸÂ™Â„",2023-04-27 23:04:15,Twitter,Positive,@LuckyLudjaina (Lucky Ludjainatun),5,0,0
12245,mention,"Jokowi Dulu Bilang Pilpres Urusan Partai, Said Didu: Jangan Pernah Percaya Sama Pembohong",2023-04-27 23:04:15,Twitter,Positive,@Owwalaah (Owwalaah),558,0,0
12246,rt,"RT @PutraErlangga95: Gw setuju dan berharap untuk 2024 ada 3 Kandidat Capres, untuk mencegah kejadian seperti tahun sebelumnya 2024 &amp; 2019,Ã¢Â€Â¦",2023-04-27 23:04:11,Twitter,Positive,@prasilviat82682 (vivi back),2,2,0
12247,rt,RT @seleb_berita: Lewat aja di TL gw Ã¢Â€Â¦jadi ini pemikiran Capres klean ya Ã°ÂŸÂ˜Â«,2023-04-27 23:04:08,Twitter,Neutral,@Sherin_Tiara (KITA Dukung Pakde Jokowi sampai 2024Ã°ÂŸÂ’Âª),4369,12,0
12248,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:04:07,Twitter,Positive,@huda183 (Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© CH. Huda 212 Ã°ÂŸÂ‡ÂµÃ°ÂŸÂ‡Â¸),1088,1257,0
12249,rt,"RT @txtdarinonktpYK: Ndang ditutup lur, wis cedak pilpres soale. Terakhir ono wong mlebu saluran air malah dadi presiden elek-elekan.",2023-04-27 23:04:05,Twitter,Positive,@createdbyfauzi (fauzi),218,692,0
12250,reply,"@Boediantar4 Ppp ngakunya parte islam lambang kabah tapi dukung capres gemar film porno,, aduhhhh...ga nyambung rubah lambang parte segera dgn foto merlyn monro spy nyambung ..",2023-04-27 23:04:05,Twitter,Positive,@scsuroso (anti ngibul),549,0,0
12251,mention,"Lebih baik kirimkan video ini ke seluruh WAG biar seluruh rakyat indonesia tahu perbedaan Capres kita pak Anies dgn Ganjar dari segala hal bagai langit dan bumi. Komparatif prestasi, edukatif dan managerial dan latar belakang. https://t.co/1LhkrNbdVz",2023-04-27 23:04:02,Twitter,Positive,@ali_alisalim98 (Oposisi independen),88,0,0
12252,reply,"@datuakrajoangek Peci bukan ciri khas PPP. Justru lebih lekat dengan PDIP yg sesuai dengan ciri khas Bung Karno. Penyematan Peci di kepala ganjar juga turut mengimbangi simbol jawa, yang memang telah melekat dalam sosok Ganjar. Tinggal lihat Capres yg man",2023-04-27 23:04:01,Twitter,Positive,@jasrintalib (Jasrintalib),356,0,0
12253,reply,Banyaknya partai politik di Indonesia tapi sedikit yang lolos kursi senayan karena pola politik jangka pendek ; ,2023-04-27 23:04:00,Twitter,Positive,@sir_usil (GolPut Humor),396,0,0
12254,rt,"RT @geloraco: 4 Perbuatan Tak Netral Jokowi di Pilpres 2024 yang Dibiarkan PDIP, dari Promosikan Ganjar Hingga Tolak Anies",2023-04-27 23:03:05,Twitter,Positive,@nahi_munkar_ (Dyto),2278,576,0
12255,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:03:05,Twitter,Positive,@budybasti (budybasti),30,964,0
12256,reply,Ganjar Pranowo selaku Capres dari PDIP diwacanakan akan berduet bersama Ridwan Kamil selaku Gubernur Jabar #BersamaJuara #RidwanKamil,2023-04-27 23:03:01,Twitter,Neutral,@OLTL_Unleashed (Jo),133,0,0
12257,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-27 23:03:01,Twitter,Positive,@Novihid16111979 (Novi hidayat),15,1253,0
12258,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:02:04,Twitter,Positive,@shmustofayahoo1 (PARIKESIT),159,3158,0
12259,reply,"""Kalo urusan namanya nasional (capres/cawapres) saya ini sudah jadi apa, anggota Partai Golkar,"" ujarnya. #BersamaJuara #RidwanKamil",2023-04-27 23:02:03,Twitter,Positive,@OLTL_Unleashed (Jo),133,0,0
12260,rt,RT @bachrum_achmadi: Said Iqbal Partai Buruh Dukung Ganjar Capres PDIP.,2023-04-27 23:02:02,Twitter,Positive,@pendi138 (pendi13),19,20,0
12261,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-27 23:02:01,Twitter,Positive,@EUmarama (Umarama22),11,962,0
12262,rt,RT @HelmiFelis_: Anies Baswedan Capres Rakyat,2023-04-27 23:01:09,Twitter,Neutral,@DadySuhardi52 (Dady Suhardi),0,347,0
12263,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-27 23:01:06,Twitter,Positive,@adehasbullah (Hasbullah),46,3154,0
12264,reply,"@Dennysiregar7 JOKO WIDODO GAGAL.3 PERIODE , PASTINYA .... CEBONG PUNYA MIMPI BUYAR , GANJAR PORNOWO PUN DIPASTIKAN NYUNGSEB , SEBAB ADA TERTULIS TERKUTUKLAH CAPRES PENYUKA MBOKEP , HAHAHA",2023-04-27 23:01:03,Twitter,Positive,@IkanCup74201117 (Ikan Cupang),10,0,0
